state,name,lat,lon,eclipse_1,eclipse_2,eclipse_3,eclipse_4,eclipse_5,eclipse_6,duration,Type
AZ,Chilchinbito,36.492002,-110.049213,15:10:50,15:56:20,16:30:29,16:33:31,17:09:40,18:02:10,171.3333333,Annular 2024
AZ,Chinle,36.151148,-109.578682,15:11:10,15:56:50,16:31:21,16:34:06,17:10:30,18:03:20,172.1666667,Annular 2024
AZ,Del Muerto,36.187393,-109.435935,15:11:20,15:57:00,16:31:13,16:34:31,17:10:40,18:03:30,172.1666667,Annular 2024
AZ,Dennehotso,36.828998,-109.875694,15:10:50,15:56:20,16:29:50,16:34:07,17:09:40,18:02:00,171.1666667,Annular 2024
AZ,Fort Defiance,35.747502,-109.068018,15:11:40,15:57:40,16:32:28,16:34:35,17:11:30,18:04:30,172.8333333,Annular 2024
AZ,Kayenta,36.717169,-110.260459,15:10:40,15:56:00,16:29:54,16:33:21,17:09:10,18:01:30,170.8333333,Annular 2024
AZ,Lukachukai,36.411233,-109.225538,15:11:20,15:57:10,16:30:50,16:35:05,17:10:50,18:03:30,172.1666667,Annular 2024
AZ,Many Farms,36.342893,-109.637623,15:11:10,15:56:50,16:30:50,16:34:16,17:10:20,18:03:00,171.8333333,Annular 2024
AZ,Nazlini,35.911225,-109.474672,15:11:20,15:57:10,16:32:24,16:33:30,17:10:50,18:03:40,172.3333333,Annular 2024
AZ,Oljato-Monument Valley,36.987248,-110.209642,15:10:40,15:56:00,16:29:25,16:33:38,17:09:10,18:01:30,170.8333333,Annular 2024
AZ,Red Mesa,36.971111,-109.36982,15:11:10,15:56:40,16:30:08,16:34:49,17:10:10,18:02:40,171.5,Annular 2024
AZ,Red Rock,36.601117,-109.064539,15:11:30,15:57:10,16:30:42,16:35:21,17:11:00,18:03:40,172.1666667,Annular 2024
AZ,Rock Point,36.696848,-109.619491,15:11:00,15:56:40,16:30:11,16:34:30,17:10:00,18:02:40,171.6666667,Annular 2024
AZ,Rough Rock,36.409489,-109.868403,15:11:00,15:56:30,16:30:41,16:33:49,17:10:00,18:02:30,171.5,Annular 2024
AZ,Round Rock,36.504256,-109.463156,15:11:10,15:56:50,16:30:33,16:34:43,17:10:30,18:03:10,172,Annular 2024
AZ,St. Michaels,35.660559,-109.096174,15:11:40,15:57:40,16:33:09,16:33:52,17:11:30,18:04:40,173,Annular 2024
AZ,Sawmill,35.886227,-109.158016,15:11:30,15:57:30,16:32:01,16:34:42,17:11:20,18:04:20,172.8333333,Annular 2024
AZ,Sehili,36.280772,-109.185521,15:11:20,15:57:10,16:31:03,16:35:07,17:11:00,18:03:50,172.5,Annular 2024
AZ,Shonto,36.587043,-110.662477,15:10:30,15:55:40,16:30:57,16:31:23,17:08:40,18:01:00,170.5,Annular 2024
AZ,Teec Nos Pos,36.933289,-109.064115,15:11:20,15:57:00,16:30:31,16:35:07,17:10:40,18:03:20,172,Annular 2024
AZ,Tsaile,36.302418,-109.218666,15:11:20,15:57:10,16:31:00,16:35:04,17:10:50,18:03:40,172.3333333,Annular 2024
AZ,Window Rock,35.670505,-109.063037,15:11:40,15:57:40,16:32:58,16:34:14,17:11:40,18:04:40,173,Annular 2024
CA,Alturas,41.489136,-120.551286,15:05:50,15:47:40,16:19:37,16:21:28,16:55:10,17:43:30,157.6666667,Annular 2024
CA,California Pines,41.413786,-120.66531,15:05:50,15:47:40,16:20:20,16:20:50,16:55:10,17:43:20,157.5,Annular 2024
CA,Cedarville,41.528683,-120.174433,15:06:00,15:47:50,16:19:21,16:22:23,16:55:40,17:44:00,158,Annular 2024
CA,Daphnedale Park,41.506864,-120.548069,15:05:50,15:47:40,16:19:33,16:21:32,16:55:10,17:43:30,157.6666667,Annular 2024
CA,Dorris,41.964965,-121.920387,15:05:30,15:47:00,16:19:04,16:19:55,16:53:50,17:41:40,156.1666667,Annular 2024
CA,Eagleville,41.318993,-120.114607,15:05:50,15:48:00,16:19:56,16:21:50,16:55:40,17:44:10,158.3333333,Annular 2024
CA,Fort Bidwell,41.863301,-120.159395,15:06:00,15:47:50,16:18:49,16:22:52,16:55:30,17:43:50,157.8333333,Annular 2024
CA,Lake City,41.645317,-120.222097,15:06:00,15:47:50,16:19:04,16:22:31,16:55:30,17:43:50,157.8333333,Annular 2024
CA,Newell,41.888731,-121.360249,15:05:40,15:47:20,16:18:45,16:21:07,16:54:20,17:42:20,156.6666667,Annular 2024
CA,New Pine Creek,41.98727,-120.300964,15:06:00,15:47:50,16:18:38,16:22:48,16:55:30,17:43:40,157.6666667,Annular 2024
CA,Tulelake,41.95346,-121.474897,15:05:40,15:47:10,16:18:36,16:21:05,16:54:20,17:42:10,156.5,Annular 2024
CO,Cortez,37.349783,-108.576687,15:11:40,15:57:20,16:31:45,16:34:28,17:11:00,18:03:40,172,Annular 2024
CO,Dolores,37.474624,-108.499377,15:11:40,15:57:30,16:32:30,16:33:40,17:11:00,18:03:40,172,Annular 2024
CO,Dove Creek,37.766842,-108.907173,15:11:20,15:56:50,16:32:11,16:32:33,17:10:10,18:02:30,171.1666667,Annular 2024
CO,Lewis,37.501715,-108.660059,15:11:30,15:57:10,16:31:56,16:34:01,17:10:40,18:03:20,171.8333333,Annular 2024
CO,Mancos,37.346641,-108.293841,15:11:50,15:57:40,16:32:48,16:34:00,17:11:20,18:04:00,172.1666667,Annular 2024
CO,Marvel,37.111185,-108.126327,15:12:00,15:57:50,16:32:30,16:35:02,17:11:50,18:04:30,172.5,Annular 2024
CO,Towaoc,37.212599,-108.726461,15:11:30,15:57:10,16:31:13,16:34:52,17:10:50,18:03:30,172,Annular 2024
NV,Baker,39.018669,-114.121004,15:08:10,15:52:10,16:24:36,16:28:34,17:03:00,17:53:40,165.5,Annular 2024
NV,Battle Mountain,40.628371,-116.948553,15:07:00,15:49:50,16:21:24,16:25:44,16:59:10,17:48:40,161.6666667,Annular 2024
NV,Carlin,40.719013,-116.108045,15:07:20,15:50:30,16:22:03,16:26:33,17:00:00,17:49:40,162.3333333,Annular 2024
NV,Crescent Valley,40.419777,-116.575315,15:07:10,15:50:10,16:21:47,16:26:05,16:59:40,17:49:20,162.1666667,Annular 2024
NV,Denio,41.988859,-118.637483,15:06:30,15:48:50,16:19:50,16:24:10,16:57:00,17:45:40,159.1666667,Annular 2024
NV,Elko,40.838111,-115.767809,15:07:30,15:50:40,16:22:32,16:26:39,17:00:20,17:50:00,162.5,Annular 2024
NV,Ely,39.264928,-114.870868,15:07:50,15:51:30,16:23:57,16:27:35,17:02:00,17:52:20,164.5,Annular 2024
NV,Eureka,39.5112,-115.965824,15:07:20,15:50:40,16:23:35,16:25:46,17:00:40,17:50:40,163.3333333,Annular 2024
NV,Fort McDermitt,41.965509,-117.639454,15:06:50,15:49:30,16:21:09,16:24:29,16:58:00,17:47:00,160.1666667,Annular 2024
NV,Golconda,40.952131,-117.499672,15:06:50,15:49:30,16:20:50,16:25:15,16:58:30,17:47:40,160.8333333,Annular 2024
NV,Grass Valley,40.797081,-117.760261,15:06:40,15:49:20,16:20:52,16:24:52,16:58:10,17:47:30,160.8333333,Annular 2024
NV,Humboldt River Ranch,40.431795,-118.271874,15:06:30,15:49:00,16:22:00,16:23:10,16:57:40,17:46:50,160.3333333,Annular 2024
NV,Imlay,40.658106,-118.144098,15:06:30,15:49:10,16:21:05,16:24:06,16:57:50,17:47:00,160.5,Annular 2024
NV,Lamoille,40.723853,-115.478949,15:07:40,15:51:00,16:22:50,16:26:54,17:00:40,17:50:30,162.8333333,Annular 2024
NV,McDermitt,41.990328,-117.720796,15:06:50,15:49:30,16:21:03,16:24:26,16:58:00,17:46:50,160,Annular 2024
NV,McGill,39.401982,-114.777511,15:07:50,15:51:30,16:23:48,16:27:52,17:02:00,17:52:30,164.6666667,Annular 2024
NV,Orovada,41.549216,-117.823596,15:06:40,15:49:20,16:20:29,16:24:55,16:58:00,17:47:00,160.3333333,Annular 2024
NV,Osino,40.940877,-115.660774,15:07:30,15:50:50,16:22:48,16:26:31,17:00:30,17:50:10,162.6666667,Annular 2024
NV,Paradise Valley,41.484384,-117.546976,15:06:50,15:49:30,16:20:45,16:25:07,16:58:20,17:47:20,160.5,Annular 2024
NV,Preston,38.914945,-115.063674,15:07:50,15:51:30,16:25:40,16:26:00,17:01:50,17:52:20,164.5,Annular 2024
NV,Ruth,39.279288,-114.990045,15:07:50,15:51:30,16:23:56,16:27:23,17:01:50,17:52:10,164.3333333,Annular 2024
NV,Spring Creek,40.744057,-115.598029,15:07:30,15:50:50,16:22:41,16:26:49,17:00:30,17:50:20,162.8333333,Annular 2024
NV,Unionville,40.44675,-118.123093,15:06:30,15:49:10,16:21:44,16:23:27,16:58:00,17:47:10,160.6666667,Annular 2024
NV,Valmy,40.790802,-117.126876,15:07:00,15:49:50,16:21:10,16:25:36,16:58:50,17:48:20,161.3333333,Annular 2024
NV,Wells,41.113155,-114.953537,15:08:00,15:51:20,16:25:10,16:25:40,17:01:10,17:51:00,163,Annular 2024
NV,Winnemucca,40.96444,-117.724594,15:06:40,15:49:20,16:20:42,16:25:01,16:58:10,17:47:20,160.6666667,Annular 2024
NM,Abeytas,34.465202,-106.813755,15:13:40,16:00:30,16:35:40,16:38:48,17:16:00,18:09:50,176.1666667,Annular 2024
NM,Acomita Lake,35.068881,-107.614564,15:12:50,15:59:20,16:34:04,16:37:29,17:14:10,18:07:50,175,Annular 2024
NM,Adelino,34.70639,-106.731823,15:13:40,16:00:30,16:35:05,16:39:10,17:15:50,18:09:40,176,Annular 2024
NM,Agua Fria,35.661557,-106.014788,15:13:50,16:00:40,16:35:48,16:38:41,17:16:00,18:09:40,175.8333333,Annular 2024
NM,Alamillo,34.251883,-106.9158,15:13:40,16:00:30,16:37:01,16:37:19,17:16:00,18:10:00,176.3333333,Annular 2024
NM,Albuquerque,35.10478,-106.646809,15:13:30,16:00:20,16:34:34,16:39:18,17:15:40,18:09:20,175.8333333,Annular 2024
NM,Algodones,35.370711,-106.488878,15:13:30,16:00:20,16:34:38,16:39:11,17:15:30,18:09:20,175.8333333,Annular 2024
NM,Angustura,36.712792,-107.917248,15:12:10,15:58:10,16:32:28,16:36:06,17:12:20,18:05:20,173.1666667,Annular 2024
NM,Anton Chico,35.194869,-105.143897,15:14:40,16:01:50,16:37:40,16:39:49,17:17:40,18:11:50,177.1666667,Annular 2024
NM,Anzac Village,35.062402,-107.74138,15:12:50,15:59:10,16:34:06,16:37:10,17:14:00,18:07:40,174.8333333,Annular 2024
NM,Arroyo Hondo,35.610294,-105.944991,15:13:50,16:00:50,16:35:55,16:38:49,17:16:10,18:09:50,176,Annular 2024
NM,Artesia,32.852173,-104.42457,15:16:10,16:04:10,16:40:02,16:43:25,17:21:10,18:16:20,180.1666667,Annular 2024
NM,Atoka,32.777976,-104.393677,15:16:20,16:04:20,16:40:15,16:43:27,17:21:20,18:16:30,180.1666667,Annular 2024
NM,Aztec,36.815898,-107.970312,15:12:10,15:58:10,16:32:27,16:35:51,17:12:20,18:05:10,173,Annular 2024
NM,Barton,35.065283,-106.256859,15:13:50,16:00:40,16:35:04,16:39:45,17:16:20,18:10:10,176.3333333,Annular 2024
NM,Becenti,35.812278,-108.170855,15:12:10,15:58:20,16:32:23,16:36:44,17:12:50,18:06:00,173.8333333,Annular 2024
NM,Beclabito,36.83347,-109.003821,15:11:20,15:57:10,16:30:38,16:35:17,17:10:50,18:03:30,172.1666667,Annular 2024
NM,Belen,34.766572,-106.808512,15:13:30,16:00:20,16:34:55,16:39:02,17:15:40,18:09:30,176,Annular 2024
NM,Bernalillo,35.312363,-106.554104,15:13:30,16:00:20,16:34:32,16:39:11,17:15:30,18:09:20,175.8333333,Annular 2024
NM,Bibo,35.172546,-107.406978,15:13:00,15:59:30,16:33:52,16:38:00,17:14:20,18:08:00,175,Annular 2024
NM,Black Hat,35.631051,-108.964078,15:11:50,15:57:40,16:32:55,16:34:34,17:11:50,18:04:50,173,Annular 2024
NM,Blanco,36.76178,-107.770245,15:12:10,15:58:20,16:32:51,16:35:57,17:12:30,18:05:30,173.3333333,Annular 2024
NM,Bloomfield,36.743306,-107.973937,15:12:10,15:58:10,16:32:22,16:36:01,17:12:10,18:05:10,173,Annular 2024
NM,Bluewater,35.324306,-108.205991,15:12:20,15:58:40,16:33:25,16:36:19,17:13:10,18:06:30,174.1666667,Annular 2024
NM,Bluewater Village,35.246698,-107.969468,15:12:30,15:58:50,16:33:36,16:36:49,17:13:30,18:07:00,174.5,Annular 2024
NM,Borrego Pass,35.566444,-108.016484,15:12:20,15:58:40,16:32:51,16:36:58,17:13:10,18:06:30,174.1666667,Annular 2024
NM,Bosque Farms,34.853577,-106.701049,15:13:30,16:00:20,16:34:51,16:39:13,17:15:40,18:09:30,176,Annular 2024
NM,Brimhall Nizhoni,35.791711,-108.62968,15:12:00,15:58:00,16:32:11,16:35:53,17:12:10,18:05:20,173.3333333,Annular 2024
NM,Broadview,35.225717,-107.876066,15:12:40,15:59:00,16:33:39,16:37:01,17:13:40,18:07:10,174.5,Annular 2024
NM,Cañada de los Alamos,35.592655,-105.859754,15:14:00,16:00:50,16:36:07,16:38:51,17:16:20,18:10:10,176.1666667,Annular 2024
NM,Cañon,35.671759,-106.752682,15:13:10,15:59:50,16:34:10,16:38:34,17:14:50,18:08:30,175.3333333,Annular 2024
NM,Cañoncito,35.535238,-105.838875,15:14:00,16:00:50,16:36:06,16:39:00,17:16:20,18:10:10,176.1666667,Annular 2024
NM,Cañones,36.176434,-106.419355,15:13:20,16:00:00,16:36:03,16:36:28,17:14:50,18:08:20,175,Annular 2024
NM,Capitan,33.539248,-105.598242,15:15:00,16:02:20,16:38:10,16:40:52,17:18:40,18:13:10,178.1666667,Annular 2024
NM,Carlsbad,32.40079,-104.241012,15:16:40,16:04:40,16:41:50,16:42:57,17:22:00,18:17:10,180.5,Annular 2024
NM,Carnuel,35.061172,-106.457172,15:13:40,16:00:30,16:34:49,16:39:34,17:16:00,18:09:50,176.1666667,Annular 2024
NM,Carrizozo,33.643341,-105.841132,15:14:40,16:02:00,16:38:00,16:40:11,17:18:10,18:12:40,178,Annular 2024
NM,Casa Colorada,34.550932,-106.73987,15:13:40,16:00:30,16:35:24,16:39:04,17:16:00,18:10:00,176.3333333,Annular 2024
NM,Catalpa Canyon,35.494211,-108.720568,15:12:00,15:58:00,16:33:12,16:35:01,17:12:20,18:05:30,173.5,Annular 2024
NM,Causey,33.866663,-103.125226,15:16:50,16:05:00,16:42:10,16:43:10,17:22:10,18:17:10,180.3333333,Annular 2024
NM,Cedar Crest,35.114724,-106.380083,15:13:40,16:00:30,16:34:52,16:39:35,17:16:00,18:09:50,176.1666667,Annular 2024
NM,Cedar Grove,35.177201,-106.166914,15:13:50,16:00:40,16:35:10,16:39:42,17:16:20,18:10:10,176.3333333,Annular 2024
NM,Cedar Hill,36.946037,-107.883474,15:12:10,15:58:10,16:32:51,16:35:26,17:12:20,18:05:10,173,Annular 2024
NM,Cedro,35.018055,-106.35083,15:13:50,16:00:40,16:34:59,16:39:43,17:16:10,18:10:00,176.1666667,Annular 2024
NM,Center Point,36.870997,-107.95539,15:12:10,15:58:10,16:32:32,16:35:41,17:12:10,18:05:00,172.8333333,Annular 2024
NM,Chamizal,34.218262,-106.915108,15:13:40,16:00:40,16:37:10,16:37:40,17:16:00,18:10:00,176.3333333,Annular 2024
NM,Chical,34.865786,-106.667091,15:13:30,16:00:20,16:34:51,16:39:17,17:15:50,18:09:40,176.1666667,Annular 2024
NM,Chilili,34.897374,-106.233133,15:13:50,16:00:50,16:35:13,16:39:58,17:16:20,18:10:20,176.5,Annular 2024
NM,Chupadero,35.8144,-105.919743,15:13:50,16:00:40,16:36:42,16:37:39,17:16:00,18:09:40,175.8333333,Annular 2024
NM,Church Rock,35.569203,-108.573042,15:12:00,15:58:10,16:32:48,16:35:45,17:12:20,18:05:30,173.5,Annular 2024
NM,Cochiti,35.610354,-106.350143,15:13:30,16:00:20,16:34:58,16:38:52,17:15:30,18:09:10,175.6666667,Annular 2024
NM,Cochiti Lake,35.647835,-106.342537,15:13:30,16:00:20,16:35:00,16:38:47,17:15:30,18:09:10,175.6666667,Annular 2024
NM,Conejo,35.62871,-105.942334,15:13:50,16:00:50,16:35:57,16:38:46,17:16:10,18:09:50,176,Annular 2024
NM,Continental Divide,35.432904,-108.33582,15:12:10,15:58:20,16:33:09,16:36:09,17:12:50,18:06:10,174,Annular 2024
NM,Corona,34.250106,-105.596979,15:14:40,16:01:50,16:36:36,16:41:13,17:18:00,18:12:20,177.6666667,Annular 2024
NM,Corrales,35.239575,-106.627061,15:13:30,16:00:10,16:34:29,16:39:12,17:15:30,18:09:10,175.6666667,Annular 2024
NM,Coyote,36.150899,-106.607588,15:13:10,15:59:50,16:34:57,16:37:23,17:14:40,18:08:10,175,Annular 2024
NM,Crestview,35.487784,-108.857396,15:11:50,15:57:50,16:33:50,16:34:20,17:12:00,18:05:10,173.3333333,Annular 2024
NM,Crouch Mesa,36.74804,-108.085278,15:12:00,15:58:00,16:32:09,16:36:00,17:12:10,18:05:00,173,Annular 2024
NM,Crownpoint,35.734328,-108.155415,15:12:10,15:58:20,16:32:31,16:36:45,17:12:50,18:06:00,173.8333333,Annular 2024
NM,Crystal,36.030009,-108.989215,15:11:40,15:57:30,16:31:34,16:35:20,17:11:30,18:04:20,172.6666667,Annular 2024
NM,Cuba,36.014583,-106.968011,15:13:00,15:59:30,16:33:54,16:37:49,17:14:20,18:07:40,174.6666667,Annular 2024
NM,Cubero,35.090454,-107.5261,15:12:50,15:59:20,16:33:59,16:37:42,17:14:20,18:07:50,175,Annular 2024
NM,Cuyamungue,35.864784,-106.009623,15:13:40,16:00:30,16:36:30,16:37:37,17:15:40,18:09:20,175.6666667,Annular 2024
NM,Cuyamungue Grant,35.846423,-105.994872,15:13:50,16:00:40,16:36:28,16:37:45,17:15:50,18:09:30,175.6666667,Annular 2024
NM,Deer Canyon,34.423568,-106.284041,15:14:00,16:01:00,16:35:50,16:39:58,17:16:50,18:10:50,176.8333333,Annular 2024
NM,Dexter,33.194827,-104.368898,15:16:10,16:04:00,16:39:17,16:43:39,17:21:00,18:15:50,179.6666667,Annular 2024
NM,Dora,33.925866,-103.33855,15:16:40,16:04:40,16:41:20,16:42:57,17:21:40,18:16:30,179.8333333,Annular 2024
NM,Duran,34.463621,-105.380715,15:14:40,16:02:00,16:36:39,16:41:21,17:18:10,18:12:20,177.6666667,Annular 2024
NM,East Pecos,35.576552,-105.649963,15:14:10,16:01:10,16:36:54,16:38:42,17:16:30,18:10:20,176.1666667,Annular 2024
NM,Edgewood,35.131319,-106.220161,15:13:50,16:00:40,16:35:06,16:39:43,17:16:10,18:10:00,176.1666667,Annular 2024
NM,Edith Enclave,35.211181,-106.585879,15:13:30,16:00:20,16:34:33,16:39:17,17:15:30,18:09:20,175.8333333,Annular 2024
NM,El Cerro,34.780465,-106.69571,15:13:40,16:00:30,16:34:59,16:39:14,17:15:50,18:09:40,176,Annular 2024
NM,El Cerro Mission,34.768734,-106.64468,15:13:40,16:00:30,16:35:02,16:39:20,17:16:00,18:09:50,176.1666667,Annular 2024
NM,Eldorado at Santa Fe,35.527245,-105.93397,15:13:50,16:00:50,16:35:50,16:39:04,17:16:10,18:10:00,176.1666667,Annular 2024
NM,El Duende,36.068438,-106.130136,15:13:40,16:00:20,16:36:50,16:37:10,17:15:20,18:09:00,175.3333333,Annular 2024
NM,Elida,33.946904,-103.653118,15:16:20,16:04:20,16:40:09,16:43:14,17:21:10,18:16:00,179.6666667,Annular 2024
NM,El Rancho,35.892761,-106.085633,15:13:40,16:00:30,16:36:14,16:37:46,17:15:40,18:09:20,175.6666667,Annular 2024
NM,El Valle de Arroyo Seco,35.952619,-106.025957,15:13:40,16:00:30,16:37:00,16:37:30,17:15:40,18:09:20,175.6666667,Annular 2024
NM,Encantado,35.793367,-105.911133,15:13:50,16:00:40,16:36:38,16:37:49,17:16:00,18:09:40,175.8333333,Annular 2024
NM,Encinal,35.111199,-107.465131,15:13:00,15:59:30,16:33:56,16:37:51,17:14:20,18:08:00,175,Annular 2024
NM,Encino,34.651828,-105.458577,15:14:40,16:01:50,16:36:27,16:41:02,17:17:50,18:12:00,177.3333333,Annular 2024
NM,Estancia,34.764273,-106.038558,15:14:10,16:01:10,16:35:34,16:40:19,17:16:50,18:10:50,176.6666667,Annular 2024
NM,Eunice,32.436147,-103.149043,15:17:30,16:06:00,16:41:34,16:46:11,17:23:50,18:19:10,181.6666667,Annular 2024
NM,Farmington,36.753833,-108.18053,15:12:00,15:58:00,16:31:58,16:35:59,17:12:00,18:04:50,172.8333333,Annular 2024
NM,Flora Vista,36.803059,-108.090194,15:12:00,15:58:00,16:32:11,16:35:53,17:12:10,18:05:00,173,Annular 2024
NM,Floyd,34.228598,-103.576059,15:16:20,16:04:10,16:41:30,16:42:10,17:21:00,18:15:50,179.5,Annular 2024
NM,Fort Sumner,34.486944,-104.217668,15:15:40,16:03:20,16:39:15,16:41:44,17:19:50,18:14:20,178.6666667,Annular 2024
NM,Fort Wingate,35.470846,-108.543861,15:12:00,15:58:10,16:33:05,16:35:35,17:12:30,18:05:40,173.6666667,Annular 2024
NM,Fruitland,36.743477,-108.394938,15:11:50,15:57:40,16:31:32,16:35:53,17:11:40,18:04:30,172.6666667,Annular 2024
NM,Galisteo,35.398388,-105.957183,15:14:00,16:00:50,16:35:40,16:39:25,17:16:20,18:10:10,176.1666667,Annular 2024
NM,Gallina,36.234856,-106.82788,15:13:00,15:59:30,16:34:28,16:37:12,17:14:20,18:07:40,174.6666667,Annular 2024
NM,Gallup,35.513753,-108.743733,15:12:00,15:58:00,16:33:08,16:35:00,17:12:10,18:05:20,173.3333333,Annular 2024
NM,Gamerco,35.569992,-108.764121,15:11:50,15:58:00,16:32:54,16:35:06,17:12:10,18:05:20,173.5,Annular 2024
NM,Glorieta,35.583959,-105.762876,15:14:00,16:01:00,16:36:24,16:38:50,17:16:20,18:10:10,176.1666667,Annular 2024
NM,Golden,35.26368,-106.222984,15:13:50,16:00:40,16:35:04,16:39:32,17:16:00,18:09:50,176,Annular 2024
NM,Golden Acres,35.211215,-107.918343,15:12:30,15:59:00,16:33:42,16:36:55,17:13:40,18:07:10,174.6666667,Annular 2024
NM,Grants,35.154187,-107.832275,15:12:40,15:59:10,16:33:51,16:37:03,17:13:50,18:07:20,174.6666667,Annular 2024
NM,Hagerman,33.115832,-104.331925,15:16:10,16:04:00,16:39:27,16:43:43,17:21:10,18:16:00,179.8333333,Annular 2024
NM,Happy Valley,32.427939,-104.289846,15:16:40,16:04:40,16:41:49,16:42:43,17:22:00,18:17:10,180.5,Annular 2024
NM,Haystack,35.354503,-107.938943,15:12:30,15:58:50,16:33:18,16:37:00,17:13:30,18:06:50,174.3333333,Annular 2024
NM,Highland Meadows,34.938569,-107.166495,15:13:10,15:59:50,16:34:25,16:38:23,17:15:00,18:08:40,175.5,Annular 2024
NM,Hobbs,32.729088,-103.160828,15:17:20,16:05:40,16:41:10,16:45:57,17:23:30,18:18:40,181.3333333,Annular 2024
NM,Homer C Jones,35.307796,-108.096597,15:12:30,15:58:40,16:33:27,16:36:35,17:13:20,18:06:40,174.1666667,Annular 2024
NM,Hope,32.817372,-104.736933,15:16:00,16:03:50,16:40:23,16:42:14,17:20:50,18:15:50,179.8333333,Annular 2024
NM,Hyde Park,35.71124,-105.886598,15:13:50,16:00:50,16:36:22,16:38:26,17:16:10,18:09:50,176,Annular 2024
NM,Indian Hills,34.983178,-106.139764,15:14:00,16:00:50,16:35:17,16:39:58,17:16:30,18:10:20,176.3333333,Annular 2024
NM,Isleta,34.904273,-106.699015,15:13:30,16:00:20,16:34:47,16:39:14,17:15:40,18:09:30,176,Annular 2024
NM,Iyanbito,35.515982,-108.48771,15:12:10,15:58:10,16:32:56,16:35:53,17:12:30,18:05:50,173.6666667,Annular 2024
NM,Jacona,35.888706,-106.038628,15:13:40,16:00:30,16:36:28,16:37:32,17:15:40,18:09:20,175.6666667,Annular 2024
NM,Jaconita,35.885631,-106.06111,15:13:40,16:00:30,16:36:19,16:37:43,17:15:40,18:09:20,175.6666667,Annular 2024
NM,Jal,32.114838,-103.189996,15:17:40,16:06:10,16:42:06,16:46:09,17:24:10,18:19:40,182,Annular 2024
NM,Jamestown,35.469295,-108.439555,15:12:10,15:58:20,16:33:03,16:35:56,17:12:40,18:05:50,173.6666667,Annular 2024
NM,Jarales,34.61548,-106.76058,15:13:40,16:00:30,16:35:14,16:39:04,17:15:50,18:09:50,176.1666667,Annular 2024
NM,Jemez Pueblo,35.606602,-106.732155,15:13:20,16:00:00,16:34:12,16:38:40,17:15:00,18:08:40,175.3333333,Annular 2024
NM,Jemez Springs,35.773099,-106.691026,15:13:20,15:59:50,16:34:20,16:38:26,17:14:50,18:08:30,175.1666667,Annular 2024
NM,Kirtland,36.758875,-108.367456,15:11:50,15:57:50,16:31:36,16:35:53,17:11:50,18:04:40,172.8333333,Annular 2024
NM,Kirtland,35.04775,-106.561025,15:13:40,16:00:20,16:34:43,16:39:27,17:15:50,18:09:40,176,Annular 2024
NM,La Bajada,35.556524,-106.243609,15:13:40,16:00:30,16:35:09,16:39:00,17:15:40,18:09:30,175.8333333,Annular 2024
NM,La Boca,36.994467,-107.606445,15:12:20,15:58:30,16:34:10,16:35:10,17:12:30,18:05:30,173.1666667,Annular 2024
NM,La Cienega,35.579438,-106.113075,15:13:50,16:00:40,16:35:28,16:38:57,17:16:00,18:09:40,175.8333333,Annular 2024
NM,La Cueva,35.869447,-106.648507,15:13:20,15:59:50,16:34:29,16:38:12,17:14:50,18:08:20,175,Annular 2024
NM,La Cueva,35.577622,-105.733884,15:14:00,16:01:00,16:36:30,16:38:50,17:16:20,18:10:10,176.1666667,Annular 2024
NM,Laguna,35.047377,-107.401739,15:13:00,15:59:30,16:34:05,16:37:57,17:14:30,18:08:10,175.1666667,Annular 2024
NM,La Huerta,32.448845,-104.222433,15:16:40,16:04:40,16:41:24,16:43:19,17:22:00,18:17:10,180.5,Annular 2024
NM,La Jara,36.105499,-106.941912,15:13:00,15:59:30,16:34:02,16:37:36,17:14:20,18:07:40,174.6666667,Annular 2024
NM,La Joya,34.344952,-106.846655,15:13:40,16:00:30,16:36:05,16:38:23,17:16:00,18:10:00,176.3333333,Annular 2024
NM,Lake Arthur,32.99939,-104.363695,15:16:10,16:04:10,16:39:38,16:43:40,17:21:10,18:16:10,180,Annular 2024
NM,Lake Sumner,34.62361,-104.40219,15:15:30,16:03:00,16:38:54,16:41:22,17:19:20,18:13:50,178.3333333,Annular 2024
NM,Lake Valley,36.090055,-108.164155,15:12:10,15:58:10,16:32:03,16:36:45,17:12:30,18:05:40,173.5,Annular 2024
NM,La Madera,35.234536,-106.334012,15:13:40,16:00:30,16:34:53,16:39:28,17:16:00,18:09:40,176,Annular 2024
NM,La Mesilla,35.941881,-106.064054,15:13:40,16:00:30,16:36:42,16:37:02,17:15:40,18:09:20,175.6666667,Annular 2024
NM,Lamy,35.485476,-105.886293,15:14:00,16:00:50,16:35:55,16:39:10,17:16:20,18:10:10,176.1666667,Annular 2024
NM,La Plata,36.896404,-108.200795,15:11:50,15:57:50,16:32:02,16:35:39,17:11:50,18:04:40,172.8333333,Annular 2024
NM,La Puebla,35.988177,-106.000566,15:13:40,16:00:30,16:37:00,16:37:30,17:15:40,18:09:20,175.6666667,Annular 2024
NM,Las Campanas,35.715849,-106.058127,15:13:50,16:00:40,16:35:46,16:38:32,17:15:50,18:09:30,175.6666667,Annular 2024
NM,Las Maravillas,34.734863,-106.664995,15:13:40,16:00:30,16:35:04,16:39:17,17:15:50,18:09:50,176.1666667,Annular 2024
